id_laporan;skpd;kategori;waktu_masuk;waktu_selesai;selisih_hari;status;Kota/Kabupaten
JK2001290043;KELURAHAN KAMAL;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
JK2001290042;KELURAHAN KAMAL;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347770;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347769;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
JK2001280055;KELURAHAN KEDOYA UTARA;Pencemaran lingkungan;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347764;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347762;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347745;KELURAHAN DURI UTARA;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347735;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
TW000030656;KELURAHAN KEDAUNG KALI ANGKE;Banjir;2020-01-29;2020-01-30;1;complete;Jakarta Barat
QL001347731;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347728;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
TW000030161;KELURAHAN KALI DERES;Jembatan Penyeberangan Orang (JPO) dan/atau halte;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347684;KELURAHAN TEGAL ALUR;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
LP000030644;KELURAHAN DURI SELATAN;Gangguan ketenteraman dan ketertiban;2020-01-29;2020-01-29;0;complete;Jakarta Barat
TW000030643;KELURAHAN JATI PULO;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
LP000030637;KELURAHAN DURI KOSAMBI;Gangguan ketenteraman dan ketertiban;2020-01-29;2020-01-29;0;complete;Jakarta Barat
LP000030623;KELURAHAN DURI KOSAMBI;Pelanggaran Perda/Pergub;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347561;KELURAHAN PAL MERAH;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347562;KELURAHAN PAL MERAH;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
JK2001290014;KELURAHAN DURI KOSAMBI;Pohon;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347522;KELURAHAN TAMAN SARI;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
EM000030103;KELURAHAN KEMBANGAN SELATAN;Jalan;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347516;KELURAHAN PEGADUNGAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347505;KELURAHAN DURI SELATAN;Sampah;2020-01-29;2020-01-29;0;complete;Jakarta Barat
QL001347425;KELURAHAN JEMBATAN LIMA;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347374;KELURAHAN KALI DERES;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347373;KELURAHAN KALI DERES;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
JK2001280054;KELURAHAN RAWA BUAYA;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347396;KELURAHAN DURI KEPA;Pohon;2020-01-28;2020-01-29;1;complete;Jakarta Barat
QL001347358;KELURAHAN TAMAN SARI;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347349;KELURAHAN TANGKI;Pelanggaran Perda/Pergub;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347343;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347341;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347340;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347339;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347338;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347332;KELURAHAN GROGOL;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347316;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347314;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347311;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347308;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347307;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347290;KELURAHAN DURI KOSAMBI;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347266;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347265;KELURAHAN PAL MERAH;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347263;KELURAHAN KEDOYA UTARA;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
TW000030552;WALIKOTA JAKARTA BARAT;Gangguan ketenteraman dan ketertiban;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347260;KELURAHAN PAL MERAH;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001346669;KELURAHAN PEGADUNGAN;Pelanggaran Perda/Pergub;2020-01-28;2020-01-28;0;complete;Jakarta Barat
LP000030512;KELURAHAN PINANGSIA;Gangguan ketenteraman dan ketertiban;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347218;KELURAHAN JEMBATAN LIMA;Parkir liar;2020-01-28;2020-01-28;0;complete;Jakarta Barat
QL001347202;KELURAHAN PEGADUNGAN;Sampah;2020-01-28;2020-01-28;0;complete;Jakarta Barat
JK2001270053;KELURAHAN SEMANAN;Sampah;2020-01-27;2020-01-28;1;complete;Jakarta Barat
QL001347131;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001347130;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001347129;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346971;KELURAHAN KEDAUNG KALI ANGKE;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
EM000030429;KELURAHAN DURI SELATAN;Gangguan ketenteraman dan ketertiban;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001347097;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001347049;KELURAHAN SEMANAN;Saluran Air/Kali/Sungai;2020-01-27;2020-01-28;1;complete;Jakarta Barat
QL001347048;KELURAHAN SEMANAN;Sampah;2020-01-27;2020-01-28;1;complete;Jakarta Barat
TW000030474;WALIKOTA JAKARTA BARAT;Gangguan ketenteraman dan ketertiban;2020-01-27;2020-01-27;0;complete;Jakarta Barat
EM000030463;KELURAHAN KEBON JERUK;Lembaga Kemasyarakatan;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346968;KELURAHAN CENGKARENG BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346958;KELURAHAN PAL MERAH;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346959;KELURAHAN PAL MERAH;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346951;KELURAHAN TANJUNG DUREN UTARA;Saluran Air/Kali/Sungai;2020-01-27;2020-01-27;0;complete;Jakarta Barat
TW000030447;WALIKOTA JAKARTA BARAT;Jalan;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346930;KELURAHAN JELAMBAR;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346923;KELURAHAN KEDOYA SELATAN;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346911;KELURAHAN DURI SELATAN;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346904;KELURAHAN KEMBANGAN UTARA;Sampah;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346902;KELURAHAN JEMBATAN BESI;Trotoar;2020-01-27;2020-01-27;0;complete;Jakarta Barat
TW000030431;WALIKOTA JAKARTA BARAT;Banjir;2020-01-27;2020-01-27;0;complete;Jakarta Barat
QL001346776;KELURAHAN MAPHAR;Konflik sosial;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346837;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346701;KELURAHAN SRENGSENG;Sampah;2020-01-26;2020-01-27;1;complete;Jakarta Barat
QL001346794;KELURAHAN JELAMBAR BARU;Bantuan sosial;2020-01-26;2020-01-26;0;complete;Jakarta Barat
JK2001260040;KELURAHAN MERUYA SELATAN;Sampah;2020-01-26;2020-01-27;1;complete;Jakarta Barat
QL001346774;KELURAHAN KEBON JERUK;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
JK2001260001;WALIKOTA JAKARTA BARAT;Jaringan listrik;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346696;KELURAHAN PEGADUNGAN;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346695;KELURAHAN PEGADUNGAN;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346690;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346689;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346684;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-26;2020-01-26;0;complete;Jakarta Barat
QL001346648;KELURAHAN KEAGUNGAN;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
QL001346606;KELURAHAN MERUYA UTARA;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
JK2001250069;KELURAHAN SEMANAN;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
QL001346511;KELURAHAN KEMBANGAN UTARA;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
QL001346492;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
QL001346486;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
QL001346484;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
QL001346482;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
JK2001250018;WALIKOTA JAKARTA BARAT;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-25;2020-01-25;0;complete;Jakarta Barat
JK2001250028;KELURAHAN SEMANAN;Sampah;2020-01-25;2020-01-25;0;complete;Jakarta Barat
TW000030311;WALIKOTA JAKARTA BARAT;Jaringan listrik;2020-01-25;2020-01-25;0;complete;Jakarta Barat
TW000030295;WALIKOTA JAKARTA BARAT;Banjir;2020-01-25;2020-01-25;0;complete;Jakarta Barat
TW000030285;KELURAHAN GROGOL;Jalan;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240079;KELURAHAN KOTA BAMBU SELATAN;Permasalahan siswa;2020-01-24;2020-01-25;1;complete;Jakarta Barat
QL001346399;KELURAHAN KEBON JERUK;Sampah;2020-01-24;2020-01-25;1;complete;Jakarta Barat
QL001346388;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-24;2020-01-25;1;complete;Jakarta Barat
QL001346366;KELURAHAN JEMBATAN LIMA;Saluran Air/Kali/Sungai;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346359;KELURAHAN DURI KEPA;Saluran Air/Kali/Sungai;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346336;KELURAHAN JEMBATAN BESI;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346329;KELURAHAN WIJAYA KUSUMA;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346304;KELURAHAN WIJAYA KUSUMA;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346296;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240046;KELURAHAN DURI KOSAMBI;Banjir;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346291;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346287;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240043;KELURAHAN KALI DERES;Banjir;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240041;KELURAHAN KALI DERES;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240036;KELURAHAN JELAMBAR BARU;Banjir;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240033;KELURAHAN DURI KOSAMBI;Administrasi terkait penanggulangan kebakaran dan penyelamatan;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240028;KELURAHAN KAMAL;Batas wilayah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
TW000030171;WALIKOTA JAKARTA BARAT;Banjir;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346247;KELURAHAN PAL MERAH;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346246;KELURAHAN PAL MERAH;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346243;KELURAHAN PEGADUNGAN;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346240;KELURAHAN PEGADUNGAN;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346238;KELURAHAN PEGADUNGAN;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346237;KELURAHAN PEGADUNGAN;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
QL001346225;KELURAHAN DURI SELATAN;Sampah;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240008;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240007;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001240001;KELURAHAN PEGADUNGAN;Banjir;2020-01-24;2020-01-24;0;complete;Jakarta Barat
JK2001230195;KELURAHAN KALIANYAR;Fasilitas Sosial/Fasilitas Umum;2020-01-23;2020-01-24;1;complete;Jakarta Barat
JK2001230190;KELURAHAN PEGADUNGAN;Banjir;2020-01-23;2020-01-24;1;complete;Jakarta Barat
QL001346198;KELURAHAN RAWA BUAYA;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
JK2001230175;KELURAHAN KOTA BAMBU SELATAN;Permasalahan siswa;2020-01-23;2020-01-24;1;complete;Jakarta Barat
QL001346156;KELURAHAN PEGADUNGAN;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346149;KELURAHAN PEGADUNGAN;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346138;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346135;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
LP000030117;KELURAHAN ANGKE;Gangguan ketenteraman dan ketertiban;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346075;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346062;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346019;KELURAHAN WIJAYA KUSUMA;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
TW000030078;WALIKOTA JAKARTA BARAT;Banjir;2020-01-23;2020-01-23;0;complete;Jakarta Barat
JK2001230042;KELURAHAN PAL MERAH;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001346005;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;2020-01-23;2020-01-23;0;complete;Jakarta Barat
QL001345982;KELURAHAN PEGADUNGAN;Sampah;2020-01-23;2020-01-23;0;complete;Jakarta Barat
JK2001220027;KELURAHAN KOTA BAMBU SELATAN;Coretan/Tempelan/Iklan/ Selebaran;2020-01-23;2020-01-24;1;complete;Jakarta Barat
QL001345886;KELURAHAN SRENGSENG;Pohon;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345871;KELURAHAN SEMANAN;Sampah;2020-01-22;2020-01-23;1;complete;Jakarta Barat
JK2001220094;KELURAHAN SEMANAN;Banjir;2020-01-22;2020-01-23;1;complete;Jakarta Barat
QL001345856;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345854;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345852;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345848;KELURAHAN KEDOYA SELATAN;Gangguan ketenteraman dan ketertiban;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345847;KELURAHAN KEDOYA SELATAN;Gangguan ketenteraman dan ketertiban;2020-01-22;2020-01-22;0;complete;Jakarta Barat
JK2001220075;KELURAHAN KEBON JERUK;Coretan/Tempelan/Iklan/ Selebaran;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345813;KELURAHAN JELAMBAR BARU;Saluran Air/Kali/Sungai;2020-01-22;2020-01-22;0;complete;Jakarta Barat
TW000030011;WALIKOTA JAKARTA BARAT;Jaringan listrik;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345732;KELURAHAN PAL MERAH;Sampah;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345723;KELURAHAN KEDOYA UTARA;Trotoar;2020-01-22;2020-01-22;0;complete;Jakarta Barat
QL001345722;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;2020-01-22;2020-01-22;0;complete;Jakarta Barat
LP000029960;KELURAHAN DURI KOSAMBI;Pencemaran lingkungan;2020-01-22;2020-01-22;0;complete;Jakarta Barat
TW000029972;WALIKOTA JAKARTA BARAT;Jaringan listrik;2020-01-22;2020-01-22;0;complete;Jakarta Barat
LP000029967;KELURAHAN DURI KEPA;Sampah;2020-01-21;2020-01-22;1;complete;Jakarta Barat
LP000029955;KELURAHAN MERUYA UTARA;Lembaga Kemasyarakatan;2020-01-21;2020-01-22;1;complete;Jakarta Barat
QL001345618;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;2020-01-21;2020-01-22;1;complete;Jakarta Barat
QL001345615;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-22;1;complete;Jakarta Barat
QL001345614;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-22;1;complete;Jakarta Barat
JK2001210140;KELURAHAN KOTA BAMBU SELATAN;Permasalahan siswa;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210121;KELURAHAN CENGKARENG BARAT;Trotoar;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210099;KELURAHAN RAWA BUAYA;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345484;WALIKOTA JAKARTA BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL5000791812596568772;WALIKOTA JAKARTA BARAT;Arus Lalu Lintas;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345528;KELURAHAN PEGADUNGAN;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345526;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345525;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345521;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345519;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345518;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345517;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345516;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345515;KELURAHAN CENGKARENG BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210086;KELURAHAN KEDOYA UTARA;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345476;KELURAHAN TEGAL ALUR;Tata ruang dan bangunan;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210082;KELURAHAN SEMANAN;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210079;KELURAHAN KAMAL;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001170127;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345407;KELURAHAN TANJUNG DUREN SELATAN;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210052;KELURAHAN KOTA BAMBU SELATAN;Posyandu;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345374;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345371;KELURAHAN PAL MERAH;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210043;KELURAHAN SRENGSENG;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210042;KELURAHAN SRENGSENG;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345367;KELURAHAN PAL MERAH;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345363;KELURAHAN JELAMBAR;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210037;KELURAHAN KOTA BAMBU UTARA;Posyandu;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345310;KELURAHAN DURI KEPA;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345324;KELURAHAN TANJUNG DUREN UTARA;Saluran Air/Kali/Sungai;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001345300;KELURAHAN PEGADUNGAN;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
QL001344802;KELURAHAN DURI KOSAMBI;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
TW000029874;KELURAHAN KAPUK;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001210003;KELURAHAN TANJUNG DUREN UTARA;Banjir;2020-01-21;2020-01-21;0;complete;Jakarta Barat
TW000029856;WALIKOTA JAKARTA BARAT;Banjir;2020-01-21;2020-01-21;0;complete;Jakarta Barat
EM000029854;KELURAHAN KAPUK;Sampah;2020-01-21;2020-01-21;0;complete;Jakarta Barat
JK2001200124;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200123;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200122;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200121;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200120;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
QL001345284;KELURAHAN SEMANAN;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200119;KELURAHAN SEMANAN;Coretan/Tempelan/Iklan/ Selebaran;2020-01-20;2020-01-21;1;complete;Jakarta Barat
QL001345281;KELURAHAN SEMANAN;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
QL001345280;KELURAHAN SEMANAN;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200118;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200117;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200115;KELURAHAN SEMANAN;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200113;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200111;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200105;KELURAHAN KOTA BAMBU SELATAN;Permasalahan siswa;2020-01-20;2020-01-21;1;complete;Jakarta Barat
JK2001200099;KELURAHAN KAMAL;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
QL001345244;KELURAHAN KEAGUNGAN;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
JK2001200096;KELURAHAN KAMAL;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
QL001345229;KELURAHAN MANGGA BESAR;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345223;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345217;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345218;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345216;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345214;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345213;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345212;KELURAHAN CENGKARENG BARAT;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
QL001345182;KELURAHAN SEMANAN;Sampah;2020-01-20;2020-01-21;1;complete;Jakarta Barat
QL001345154;KELURAHAN TOMANG;Sampah;2020-01-20;2020-01-20;0;complete;Jakarta Barat
