id_laporan;skpd;kategori;waktu_masuk;waktu_selesai;selisih_hari;status;Kota/Kabupaten
TW000062145;KECAMATAN KEPULAUAN SERIBU SELATAN;Penanganan Banjir;2021-01-30;2021-02-01;2;complete;Kepulauan Seribu
TW000062216;KECAMATAN KEPULAUAN SERIBU UTARA;Penanganan Banjir;2021-01-30;2021-02-01;2;complete;Kepulauan Seribu
JK2101140129;KELURAHAN PULAU UNTUNG JAWA;Perizinan Bidang Kesehatan;2021-01-14;2021-02-04;21;complete;Kepulauan Seribu
TW000062510;KECAMATAN KEPULAUAN SERIBU SELATAN;Penanganan Banjir;2021-02-03;2021-02-03;0;complete;Kepulauan Seribu
TW000062783;KELURAHAN PULAU PANGGANG;Pelayanan Administrasi;2021-02-05;2021-02-07;2;complete;Kepulauan Seribu
TW000063092;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-08;2021-02-09;1;complete;Kepulauan Seribu
TW000063253;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-10;2021-02-11;1;complete;Kepulauan Seribu
TW000063397;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-12;2021-02-12;0;complete;Kepulauan Seribu
TW000063698;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-16;2021-02-16;0;complete;Kepulauan Seribu
TW000063783;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-10;2021-02-17;7;complete;Kepulauan Seribu
TW000064490;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-21;2021-02-21;0;complete;Kepulauan Seribu
 TW000064701;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-23;2021-02-24;1;complete;Kepulauan Seribu
TW000064780;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-24;2021-02-25;1;complete;Kepulauan Seribu
TW000064871;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-02-26;2021-02-26;0;complete;Kepulauan Seribu
TW000065186;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-03-03;2021-03-03;0;complete;Kepulauan Seribu
TW000065931;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-03-07;2021-03-08;1;complete;Kepulauan Seribu
TW000065186;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-03-03;2021-03-03;0;complete;Kepulauan Seribu
TW000065931;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-03-07;2021-03-08;1;complete;Kepulauan Seribu
TW21061834DT;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Penanganan Banjir;2021-06-09;2021-06-18;9;complete;Kepulauan Seribu
JK2107070139;KELURAHAN PULAU KELAPA;Sampah;2021-07-07;2021-07-07;0;complete;Kepulauan Seribu
JK2107100366;KELURAHAN PULAU KELAPA;Bantuan Sosial;2021-07-10;2021-07-13;3;complete;Kepulauan Seribu
JK2107140094;KELURAHAN PULAU HARAPAN;KTP Elektronik (KTP-el);2021-07-21;2021-07-21;0;complete;Kepulauan Seribu
JK2107190318;KELURAHAN PULAU UNTUNG JAWA;KTP Elektronik (KTP-el);2021-07-19;2021-07-20;1;complete;Kepulauan Seribu
JK2107190321;KELURAHAN PULAU UNTUNG JAWA;Bantuan Sosial;2021-07-19;2021-07-20;1;complete;Kepulauan Seribu
TW2108309EXT;KABUPATEN ADMINISTRASI KEPULAUAN SERIBU;Tempat Wisata;2021-08-30;2021-08-31;1;complete;Kepulauan Seribu
TW21090784C5;KECAMATAN KEPULAUAN SERIBU UTARA;Penanganan Banjir;2021-09-07;2021-09-07;0;complete;Kepulauan Seribu
EM211002U8EM;KELURAHAN PULAU PANGGANG;Jalan;2021-10-02;2021-10-04;2;complete;Kepulauan Seribu
JK2110110020;KELURAHAN PULAU PANGGANG;Pelayanan Perhubungan;2021-10-11;2021-10-11;0;complete;Kepulauan Seribu
TW211018XASS;KECAMATAN KEPULAUAN SERIBU UTARA;Penanganan Banjir;2021-10-19;2021-10-19;0;complete;Kepulauan Seribu
JK2110250077;KELURAHAN PULAU KELAPA;Jalan;2021-10-25;2021-10-26;1;complete;Kepulauan Seribu
JK2110250080;KELURAHAN PULAU KELAPA;Jalan;2021-10-25;2021-10-26;1;complete;Kepulauan Seribu
JK2110260356;KELURAHAN PULAU KELAPA;Tata Ruang dan Bangunan;2021-10-27;2021-10-29;2;complete;Kepulauan Seribu
TW21102849SY;KECAMATAN KEPULAUAN SERIBU SELATAN;Penanganan Banjir;2021-10-28;2021-10-29;1;complete;Kepulauan Seribu
JK2111010031;KELURAHAN PULAU PANGGANG;Pelayanan Perhubungan;2021-11-01;2021-11-02;1;complete;Kepulauan Seribu
TW211101J97X;KECAMATAN KEPULAUAN SERIBU SELATAN;Penanganan Banjir;2021-11-01;2021-11-02;1;complete;Kepulauan Seribu
TW211104CTIR;KECAMATAN KEPULAUAN SERIBU UTARA;Penanganan Banjir;2021-11-04;2021-11-05;1;complete;Kepulauan Seribu
JK2111050040;KELURAHAN PULAU TIDUNG;Saluran Air/Kali/Sungai;2021-11-05;2021-11-05;0;complete;Kepulauan Seribu
JK2111080043;KELURAHAN PULAU PANGGANG;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;2021-11-08;2021-11-08;0;complete;Kepulauan Seribu
JK2111130235;KELURAHAN PULAU PANGGANG;Fasilitas Sosial/Fasilitas Umum;2021-11-13;2021-11-14;1;complete;Kepulauan Seribu
JK2112050041;KELURAHAN PULAU TIDUNG;Penanganan Banjir;2021-12-05;2021-12-06;1;complete;Kepulauan Seribu
TW211206HOHJ;KECAMATAN KEPULAUAN SERIBU SELATAN;Penanganan Banjir;2021-12-06;2021-12-07;1;complete;Kepulauan Seribu
TW2112211SFS;KECAMATAN KEPULAUAN SERIBU SELATAN;Penanganan Banjir;2021-12-21;2021-12-21;0;complete;Kepulauan Seribu
QL001238206;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001238207;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001237800;KELURAHAN RAWA BUAYA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001237799;KELURAHAN RAWA BUAYA;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001237706;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001236461;KELURAHAN JELAMBAR BARU;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001236445;KELURAHAN WIJAYA KUSUMA;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001236409;KELURAHAN SUKABUMI UTARA;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001235338;KELURAHAN PEGADUNGAN;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001234949;KELURAHAN MANGGA BESAR;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001234698;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001234624;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001234273;KELURAHAN GROGOL;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001234052;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001233802;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001233799;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001233608;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001233602;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001233530;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001232763;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001232322;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001231750;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001231950;KELURAHAN PEKOJAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001232066;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001231684;KELURAHAN TANGKI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001231301;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001231298;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001231026;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001230711;KELURAHAN KAMAL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001230542;KELURAHAN JEMBATAN LIMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001230356;KELURAHAN KEMANGGISAN;Sampah;;;0;wait;Jakarta Barat
QL001230476;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001229876;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001229874;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001229868;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001229136;KELURAHAN DURI KOSAMBI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001228947;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001228762;KELURAHAN SEMANAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001227039;KELURAHAN PINANGSIA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001248411;KELURAHAN TANJUNG DUREN UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;31/03/2019;31/03/2019;0;wait;Jakarta Barat
QL001248399;KELURAHAN CENGKARENG TIMUR;Pohon;31/03/2019;31/03/2019;0;wait;Jakarta Barat
QL001248369;KELURAHAN KEMBANGAN UTARA;Lokasi Binaan dan Lokasi Sementara;31/03/2019;31/03/2019;0;wait;Jakarta Barat
QL001248291;KELURAHAN DURI KEPA;Pohon;31/03/2019;31/03/2019;0;disposisi;Jakarta Barat
QL001248290;KELURAHAN DURI KEPA;Pohon;31/03/2019;31/03/2019;0;disposisi;Jakarta Barat
QL4893440331376238533;KELURAHAN MERUYA UTARA;Sampah;31/03/2019;31/03/2019;0;wait;Jakarta Barat
QL001248238;KELURAHAN KEDAUNG KALI ANGKE;Transportasi publik;31/03/2019;31/03/2019;0;wait;Jakarta Barat
QL001248045;KELURAHAN SUKABUMI UTARA;Pelanggaran Perda/Pergub;31/03/2019;;;wait;Jakarta Barat
QL001248048;KELURAHAN SUKABUMI UTARA;Gangguan ketenteraman dan ketertiban;31/03/2019;;;wait;Jakarta Barat
QL4893155921980561595;KELURAHAN KEMBANGAN SELATAN;Perizinan;30/03/2019;;;wait;Jakarta Barat
QL001247951;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001247905;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001247123;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001246336;KELURAHAN PAL MERAH;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001246309;KELURAHAN PAL MERAH;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001246246;KELURAHAN GLODOK;Penyakit masyarakat;;;0;wait;Jakarta Barat
QL001246242;KELURAHAN GLODOK;Penyakit masyarakat;;;0;wait;Jakarta Barat
QL001246240;KELURAHAN GLODOK;Penyakit masyarakat;;;0;wait;Jakarta Barat
QL001246239;KELURAHAN GLODOK;Penyakit masyarakat;;;0;wait;Jakarta Barat
QL001246237;KELURAHAN KAMAL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001246161;KELURAHAN JATI PULO;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001246140;KELURAHAN KELAPA DUA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001245987;KELURAHAN MERUYA UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001245515;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001245412;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001245409;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001245114;KELURAHAN WIJAYA KUSUMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001244548;KELURAHAN JELAMBAR BARU;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001244547;KELURAHAN JELAMBAR BARU;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001244393;KELURAHAN SUKABUMI SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001244144;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001243730;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001243450;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001243285;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001242860;KELURAHAN KAMAL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001242369;KELURAHAN SEMANAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001242188;KELURAHAN KEDOYA SELATAN;Arus lalu lintas;;;0;wait;Jakarta Barat
QL001241631;KELURAHAN TANJUNG DUREN SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001241429;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001241428;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001241300;KELURAHAN TANJUNG DUREN SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001241298;KELURAHAN TANJUNG DUREN SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001241089;KELURAHAN KAMAL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001240487;KELURAHAN JELAMBAR BARU;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001240259;KELURAHAN KRENDANG;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001240077;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001240216;KELURAHAN MERUYA UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239842;KELURAHAN KALIANYAR;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239810;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239804;KELURAHAN PINANGSIA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239728;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239727;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239701;KELURAHAN TAMBORA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001239499;KELURAHAN JOGLO;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001238888;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001238877;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001238821;KELURAHAN SRENGSENG;Pohon;;;0;wait;Jakarta Barat
QL001238664;KELURAHAN KEDOYA UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001238659;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001257180;KELURAHAN DURI KOSAMBI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001256080;KELURAHAN SUKABUMI UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001256027;KELURAHAN WIJAYA KUSUMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001256022;KELURAHAN WIJAYA KUSUMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001256019;KELURAHAN WIJAYA KUSUMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255972;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255687;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255663;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255656;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255626;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255604;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255392;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255390;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001255170;KELURAHAN MERUYA SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001254420;KELURAHAN SEMANAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
BW000013335;KELURAHAN PEGADUNGAN;Sampah;;;0;wait;Jakarta Barat
QL001254368;KELURAHAN KAMAL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001254349;KELURAHAN SUKABUMI SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001253634;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001252551;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001252158;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
TW000013369;KELURAHAN TOMANG;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001251896;KELURAHAN RAWA BUAYA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250727;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250728;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250726;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250725;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250724;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250725;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250725;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250487;KELURAHAN JATI PULO;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001250018;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001249796;KELURAHAN SUKABUMI UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001249794;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001249431;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001249430;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001249429;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001249399;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001249393;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001249023;KELURAHAN CENGKARENG BARAT;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001248602;KELURAHAN SLIPI;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001248540;KELURAHAN JELAMBAR;Penanganan Banjir;;;0;wait;Jakarta Barat
QL001269728;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001269638;KELURAHAN PAL MERAH;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001269320;KELURAHAN ANGKE;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001268523;KELURAHAN MERUYA SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001267874;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001267880;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001267879;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001267870;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001267869;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001266743;KELURAHAN KELAPA DUA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001266420;KELURAHAN TEGAL ALUR;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001266299;KELURAHAN TAMAN SARI;Pohon;;;0;wait;Jakarta Barat
QL001266107;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001265673;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001265218;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
SM000014791;KELURAHAN MANGGA BESAR;Sampah;;;0;wait;Jakarta Barat
QL001264016;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001264014;KELURAHAN TANJUNG DUREN SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001262585;KELURAHAN KOTA BAMBU UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001262494;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001262495;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001262492;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001262332;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001261715;KELURAHAN WIJAYA KUSUMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001261037;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260998;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260990;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260904;KELURAHAN ANGKE;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260900;KELURAHAN ANGKE;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260899;KELURAHAN ANGKE;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260897;KELURAHAN ANGKE;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260848;KELURAHAN ANGKE;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260632;KELURAHAN TANAH SEREAL;Sampah;06/05/2019;;;wait;Jakarta Barat
QL001260543;KELURAHAN JELAMBAR BARU;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260544;KELURAHAN JELAMBAR BARU;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001260632;KELURAHAN TANAH SEREAL;Sampah;;;0;wait;Jakarta Barat
QL001260632;KELURAHAN TANAH SEREAL;Sampah;;;0;wait;Jakarta Barat
QL001260632;KELURAHAN TANAH SEREAL;Sampah;;;0;wait;Jakarta Barat
QL001260106;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001258865;KELURAHAN KAPUK;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001258864;KELURAHAN KAPUK;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001302049;KELURAHAN JEMBATAN LIMA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301350;KELURAHAN PAL MERAH;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301351;KELURAHAN PAL MERAH;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301361;KELURAHAN RAWA BUAYA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301479;KELURAHAN KAMAL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301482;KELURAHAN KEDOYA SELATAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301538;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301547;KELURAHAN SLIPI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301700;KELURAHAN KEBON JERUK;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301706;KELURAHAN KEBON JERUK;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301743;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001302079;KELURAHAN PAL MERAH;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
TW000020082;KELURAHAN TEGAL ALUR;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
TW000019923;KELURAHAN KEBON JERUK;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301112;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001301111;KELURAHAN PEGADUNGAN;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001248238;KELURAHAN KEDAUNG KALI ANGKE;Transportasi publik;;;0;wait;Jakarta Barat
QL001248048;KELURAHAN SUKABUMI UTARA;Gangguan ketenteraman dan ketertiban;;;0;wait;Jakarta Barat
QL001300993;KELURAHAN GROGOL;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001300611;KELURAHAN JOGLO;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001300583;KELURAHAN CENGKARENG BARAT;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001300343;KELURAHAN TANGKI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001300345;KELURAHAN TANGKI;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001300277;KELURAHAN MERUYA UTARA;Saluran Air/Kali/Sungai;;;0;wait;Jakarta Barat
QL001248048;KELURAHAN SUKABUMI UTARA;Gangguan ketenteraman dan ketertiban;;;0;wait;Jakarta Barat
QL001248048;KELURAHAN SUKABUMI UTARA;Gangguan ketenteraman dan ketertiban;;;0;wait;Jakarta Barat
